uM/rel.area	Valeric acid
0	0.0
50	0.03178833033222124
50	0.04378778497681651
50	0.05270239793436411
100	0.09666517773263837
100	0.0848301382751601
100	0.09531029623819975
200	0.2263609623163067
200	0.2032441517615185
200	0.20937762158473827
500	0.6050814026976702
500	0.6038694783122928
500	0.6406765445189502
750	0.9601544344730548
750	0.952689090551589
750	1.0233528375386052
1000	1.3690116424605787
1000	1.3688247702173835
1000	1.4105585789923023
